timestamp,lat_deg,lon_deg,alt_m,vel_N_mps,vel_E_mps,vel_D_mps
1780397315.838856,52.514258056,13.322939692,19.745,-0.7922,-0.5106,-0.2804
1780397315.938657,52.514257320,13.322938951,19.771,-0.8595,-0.5599,-0.2586
1780397316.038566,52.514256513,13.322938039,19.796,-0.9092,-0.6005,-0.2450
1780397316.138592,52.514255685,13.322937177,19.820,-0.8955,-0.5567,-0.2250
1780397316.238761,52.514254900,13.322936392,19.841,-0.8644,-0.5002,-0.2250
1780397316.339022,52.514254127,13.322935695,19.865,-0.8374,-0.4866,-0.2355
1780397316.439299,52.514253390,13.322934950,19.888,-0.8027,-0.5012,-0.2255
1780397316.539700,52.514252679,13.322934209,19.910,-0.7534,-0.4476,-0.2289
1780397316.639831,52.514252031,13.322933623,19.934,-0.7139,-0.3947,-0.2183
1780397316.739989,52.514251393,13.322933040,19.954,-0.6895,-0.3513,-0.2015
1780397316.840020,52.514250790,13.322932584,19.975,-0.6819,-0.3226,-0.2101
1780397316.939823,52.514250167,13.322932088,19.996,-0.8490,-0.9328,1.0479
1780397317.039552,52.514249267,13.322929834,19.766,-0.9780,-0.9954,1.0670
1780397317.139396,52.514248412,13.322929152,19.783,-0.9685,-0.4608,-0.1580
1780397317.239320,52.514247527,13.322928473,19.797,-0.9723,-0.4403,-0.1645
1780397317.339373,52.514246663,13.322927851,19.816,-0.9478,-0.3636,-0.1858
1780397317.439488,52.514245821,13.322927398,19.834,-0.9530,-0.3179,-0.1797
1780397317.539667,52.514244947,13.322926910,19.852,-0.9776,-0.3460,-0.1663
1780397317.639856,52.514244059,13.322926373,19.868,-1.0497,-0.4225,-0.1648
1780397317.739960,52.514243056,13.322925659,19.885,-1.1541,-0.4804,-0.1742
1780397317.839876,52.514241983,13.322924953,19.903,-1.1677,-0.4712,-0.1789
1780397317.939670,52.514240959,13.322924269,19.920,-1.0929,-0.4446,-0.1728
1780397318.039483,52.514240021,13.322923641,19.937,-1.0072,-0.4249,-0.1657
1780397318.139297,52.514239151,13.322923015,19.954,-0.9310,-0.3981,-0.1687
1780397318.239336,52.514238348,13.322922466,19.971,-0.8838,-0.3935,-0.1670
1780397318.339457,52.514237560,13.322921851,19.987,-0.9118,-0.4362,-0.1547
1780397318.439538,52.514236706,13.322921175,20.002,-0.9517,-0.4969,-0.1435
1780397318.539569,52.514235847,13.322920382,20.016,-0.9168,-0.4920,-0.1634
1780397318.639426,52.514235058,13.322919722,20.034,-0.8234,-0.4438,-0.1769
1780397318.739183,52.514234369,13.322919072,20.051,-0.7099,-0.3955,-0.1698
1780397318.838937,52.514233785,13.322918555,20.068,-0.6271,-0.3338,-0.1806
1780397318.938715,52.514233244,13.322918088,20.087,-0.6124,-0.3381,-0.1826
1780397319.038599,52.514232685,13.322917558,20.105,-0.6608,-0.4111,-0.1733
1780397319.138655,52.514232055,13.322916874,20.122,-0.7012,-0.4655,-0.1592
1780397319.238783,52.514231422,13.322916181,20.137,-0.6511,-0.4256,-0.1488
1780397319.338985,52.514230882,13.322915614,20.151,-0.5639,-0.3784,-0.1508
1780397319.439214,52.514230406,13.322915060,20.167,-0.5099,-0.3484,-0.1508
1780397319.539332,52.514229964,13.322914582,20.182,-0.4651,-0.3212,-0.1420
1780397319.639381,52.514229569,13.322914110,20.195,-0.4242,-0.2829,-0.1416
1780397319.739447,52.514229200,13.322913746,20.210,-0.3848,-0.2526,-0.1344
1780397319.839317,52.514228877,13.322913363,20.222,-0.3493,-0.2373,-0.1202
1780397319.939228,52.514228573,13.322913045,20.234,-0.3188,-0.1814,-0.1080
1780397320.039289,52.514228304,13.322912827,20.244,-0.2988,-0.1434,-0.1027
1780397320.139463,52.514228035,13.322912621,20.255,-0.3136,-0.1541,-0.1024
1780397320.239538,52.514227739,13.322912371,20.264,-0.2874,-0.1622,-0.0932
1780397320.339508,52.514227517,13.322912141,20.273,-0.2240,-0.0982,-0.0929
1780397320.439537,52.514227336,13.322912081,20.283,-0.1992,-0.0872,-0.0906
1780397320.539574,52.514227159,13.322911883,20.291,-0.2083,-0.1308,-0.0740
1780397320.639441,52.514226962,13.322911695,20.298,-0.1956,-0.1382,-0.0728
1780397320.739211,52.514226808,13.322911476,20.306,-0.1293,-0.1002,-0.0735
1780397320.839004,52.514226729,13.322911399,20.312,-0.0369,-0.0039,-0.0640
1780397320.938936,52.514226742,13.322911464,20.319,0.0377,0.0371,-0.0558
1780397321.038859,52.514226797,13.322911509,20.323,0.0414,0.0092,-0.0567
1780397321.138892,52.514226816,13.322911491,20.330,-0.0067,-0.0222,-0.0612
1780397321.238905,52.514226785,13.322911443,20.336,-0.0224,-0.0523,-0.0428
1780397321.338927,52.514226776,13.322911337,20.339,0.0189,-0.0015,-0.0571
1780397321.439099,52.514226819,13.322911438,20.347,0.0398,0.0477,-0.0519
1780397321.539460,52.514226847,13.322911478,20.349,0.0193,-0.0046,-0.0403
1780397321.639738,52.514226854,13.322911425,20.355,-0.0252,-0.0922,-0.0311
1780397321.739918,52.514226802,13.322911205,20.355,-0.0369,-0.1329,-0.0213
1780397321.839806,52.514226788,13.322911032,20.359,0.0194,-0.1060,-0.0360
1780397321.939609,52.514226837,13.322910892,20.362,0.0697,-0.0797,-0.0238
1780397322.039238,52.514226913,13.322910797,20.364,0.0951,-0.0392,-0.0307
1780397322.139017,52.514227007,13.322910776,20.369,0.0798,-0.0350,-0.0325
1780397322.239172,52.514227056,13.322910694,20.371,0.0253,-0.0755,-0.0117
1780397322.339692,52.514227053,13.322910553,20.371,-0.5557,-0.2503,0.0561
1780397322.439102,52.514226057,13.322909954,20.360,-0.5440,-0.2349,0.0547
1780397322.539267,52.514226077,13.322909860,20.360,0.0237,-0.0371,-0.0095
1780397322.639530,52.514226100,13.322909844,20.361,-0.0088,-0.0429,-0.0052
1780397322.739791,52.514226061,13.322909733,20.361,-0.0667,-0.0913,0.0304
1780397322.839933,52.514225979,13.322909574,20.355,-0.0420,-0.0650,0.0298
1780397322.940040,52.514225985,13.322909540,20.355,0.0117,0.0007,0.0081
1780397323.039966,52.514226000,13.322909576,20.354,0.0106,0.0372,0.0087
1780397323.139854,52.514226004,13.322909650,20.353,-0.0169,0.0487,0.0171
1780397323.239592,52.514225970,13.322909720,20.350,-0.0506,0.0266,0.0268
1780397323.339259,52.514225914,13.322909728,20.348,-0.0745,0.0132,0.0454
1780397323.438984,52.514225836,13.322909759,20.341,-0.1045,0.0191,0.0742
1780397323.538790,52.514225726,13.322909785,20.333,-0.1378,0.0410,0.0851
1780397323.638747,52.514225589,13.322909879,20.324,-0.1211,0.0648,0.0876
1780397323.738922,52.514225508,13.322909976,20.316,-0.0658,0.0864,0.0925
1780397323.839200,52.514225470,13.322910136,20.306,-0.0147,0.1423,0.0947
1780397323.939552,52.514225482,13.322910398,20.297,0.0196,0.1906,0.0907
1780397324.039963,52.514225505,13.322910701,20.287,0.0018,0.2264,0.0937
1780397324.140235,52.514225485,13.322911070,20.278,-0.0587,0.2365,0.0919
1780397324.240275,52.514225400,13.322911401,20.269,-0.0975,0.2135,0.0925
1780397324.340261,52.514225309,13.322911701,20.259,-0.1081,0.2008,0.0941
1780397324.440310,52.514225205,13.322911995,20.250,-0.1150,0.2036,0.0855
1780397324.540293,52.514225103,13.322912303,20.242,-0.1267,0.2016,0.0737
1780397324.640228,52.514224978,13.322912590,20.236,-0.1690,0.1536,0.0688
1780397324.740191,52.514224799,13.322912757,20.228,-0.2203,0.1116,0.0560
1780397324.840283,52.514224581,13.322912920,20.224,-0.2278,0.0987,0.0402
1780397324.940511,52.514224388,13.322913049,20.220,-0.2213,0.0645,0.0526
1780397325.040689,52.514224182,13.322913111,20.214,-0.1905,0.0754,0.0463
1780397325.140692,52.514224045,13.322913272,20.211,-0.1147,0.1021,0.0240
1780397325.240491,52.514223976,13.322913413,20.209,-0.0760,0.1062,0.0189
1780397325.340145,52.514223909,13.322913585,20.207,-0.0780,0.0876,0.0028
1780397325.439822,52.514223836,13.322913671,20.208,-0.1263,0.0227,0.0081
1780397325.539401,52.514223683,13.322913652,20.206,-0.1156,0.0028,0.0082
1780397325.639082,52.514223629,13.322913679,20.207,-0.0717,-0.0003,-0.0097
1780397325.738950,52.514223554,13.322913651,20.208,-0.0623,-0.0397,-0.0051
1780397325.838880,52.514223517,13.322913562,20.208,-0.0498,-0.0442,-0.0092
1780397325.938913,52.514223464,13.322913520,20.210,-0.0349,-0.0482,-0.0075
1780397326.038956,52.514223455,13.322913419,20.209,0.0201,-0.0515,-0.0084
1780397326.139037,52.514223501,13.322913368,20.211,0.0334,-0.0612,-0.0251
1780397326.239050,52.514223515,13.322913239,20.214,0.0136,-0.0871,-0.0440
1780397326.339112,52.514223525,13.322913110,20.220,-0.0003,-0.0852,-0.0605
1780397326.439217,52.514223514,13.322912987,20.226,-0.0158,-0.0745,-0.0595
1780397326.539360,52.514223497,13.322912890,20.232,0.0205,-0.0301,-0.0632
1780397326.639505,52.514223551,13.322912898,20.239,0.0366,-0.0225,-0.0679
1780397326.739706,52.514223563,13.322912824,20.246,-0.0198,-0.0808,-0.0511
1780397326.839805,52.514223515,13.322912658,20.249,-0.0906,-0.1302,-0.0334
1780397326.939755,52.514223399,13.322912439,20.252,-0.1444,-0.1781,-0.0219
1780397327.039499,52.514223256,13.322912133,20.254,0.0134,0.0605,0.2308
1780397327.139264,52.514223423,13.322912617,20.206,0.0889,0.1216,0.2193
1780397327.239262,52.514223416,13.322912492,20.210,-0.0401,-0.1101,-0.0373
1780397327.339337,52.514223351,13.322912291,20.214,-0.0872,-0.1481,-0.0297
1780397327.439401,52.514223259,13.322912054,20.216,-0.0997,-0.1326,-0.0136
1780397327.539481,52.514223172,13.322911899,20.216,-0.0729,-0.1130,-0.0042
1780397327.639619,52.514223128,13.322911719,20.217,-0.0557,-0.1108,-0.0049
1780397327.739622,52.514223071,13.322911572,20.217,-0.0569,-0.0778,-0.0075
1780397327.839696,52.514223025,13.322911489,20.218,-0.0394,-0.0579,-0.0139
1780397327.939744,52.514223000,13.322911401,20.220,-0.0422,-0.0430,-0.0290
1780397328.039698,52.514222950,13.322911362,20.224,-0.0487,-0.0246,-0.0294
1780397328.139591,52.514222913,13.322911328,20.226,-0.0056,0.0520,-0.0399
1780397328.239345,52.514222940,13.322911516,20.232,0.0656,0.1525,-0.0468
1780397328.339314,52.514223031,13.322911778,20.235,0.1030,0.1780,-0.0431
1780397328.439281,52.514223125,13.322912042,20.241,0.0660,0.1596,-0.0336
1780397328.539218,52.514223149,13.322912249,20.242,0.0198,0.1506,-0.0190
1780397328.639265,52.514223160,13.322912487,20.244,0.0332,0.1302,-0.0332
1780397328.739900,52.514223209,13.322912636,20.249,0.0245,0.0667,-0.0540
1780397328.840752,52.514223205,13.322912686,20.255,-0.0550,-0.0354,-0.0674
1780397328.941471,52.514223110,13.322912530,20.262,-0.1394,-0.1846,-0.0958
1780397329.042066,52.514222952,13.322912136,20.275,-0.1945,-0.3809,-0.1260
1780397329.142283,52.514222758,13.322911400,20.288,-0.1959,-0.5405,-0.1385
1780397329.241771,52.514222600,13.322910541,20.302,-0.1527,-0.5759,-0.1463
1780397329.340441,52.514222486,13.322909713,20.317,-0.0552,-0.5524,-0.1433
1780397329.438929,52.514222503,13.322908932,20.330,0.0894,-0.4806,-0.1508
1780397329.537924,52.514222645,13.322908311,20.346,0.2245,-0.3720,-0.1613
1780397329.637523,52.514222904,13.322907840,20.362,0.3135,-0.2999,-0.1637
1780397329.737596,52.514223208,13.322907426,20.379,0.3159,-0.3077,-0.1665
1780397329.838111,52.514223473,13.322906928,20.396,0.2622,-0.3444,-0.1561
1780397329.938797,52.514223682,13.322906402,20.410,0.2608,-0.3096,-0.1442
1780397330.039504,52.514223946,13.322906006,20.425,0.3160,-0.2517,-0.1383
1780397330.140043,52.514224254,13.322905653,20.438,0.2935,-0.2381,-0.1168
1780397330.240334,52.514224476,13.322905300,20.448,0.2342,-0.2423,-0.1074
1780397330.340413,52.514224676,13.322904936,20.460,0.1728,-0.2329,-0.1114
1780397330.440305,52.514224787,13.322904612,20.471,0.1123,-0.2186,-0.1084
1780397330.540112,52.514224878,13.322904291,20.481,0.0935,-0.2494,-0.1055
1780397330.639975,52.514224955,13.322903876,20.492,0.0722,-0.2935,-0.0872
1780397330.739772,52.514225008,13.322903425,20.499,0.0747,-0.2906,-0.1052
1780397330.839574,52.514225089,13.322903019,20.513,0.1026,-0.2586,-0.1243
1780397330.939417,52.514225192,13.322902662,20.524,0.0827,-0.2413,-0.1154
1780397331.039256,52.514225237,13.322902307,20.536,0.0301,-0.2493,-0.1016
1780397331.139006,52.514225246,13.322901926,20.544,-0.2954,-0.6424,0.0172
1780397331.238769,52.514224707,13.322900413,20.532,-0.2647,-0.5508,0.0111
1780397331.338663,52.514224770,13.322900301,20.542,0.0630,-0.0417,-0.0708
1780397331.438719,52.514224821,13.322900289,20.546,0.0330,-0.0076,-0.0566
1780397331.538944,52.514224830,13.322900278,20.553,-0.0094,-0.0296,-0.0590
1780397331.639294,52.514224804,13.322900202,20.558,-0.0408,-0.0460,-0.0629
1780397331.739541,52.514224756,13.322900142,20.566,-0.0755,-0.0487,-0.0647
1780397331.839706,52.514224668,13.322900058,20.571,-0.1085,-0.0695,-0.0540
1780397331.939762,52.514224561,13.322899936,20.577,-0.0977,-0.0627,-0.0404
1780397332.039584,52.514224492,13.322899872,20.579,-0.0310,0.0179,-0.0246
1780397332.139261,52.514224505,13.322899989,20.581,0.0179,0.1222,-0.0164
1780397332.238878,52.514224524,13.322900232,20.583,0.0090,0.2042,-0.0095
1780397332.338585,52.514224521,13.322900591,20.583,0.0141,0.2661,-0.0009
1780397332.438756,52.514224549,13.322901018,20.583,0.0297,0.2838,0.0069
1780397332.539335,52.514224575,13.322901433,20.582,-0.0192,0.2510,0.0065
1780397332.639998,52.514224515,13.322901765,20.581,-0.1599,0.1413,0.0190
1780397332.740341,52.514224286,13.322901852,20.578,-0.3157,0.0444,0.0452
1780397332.840454,52.514223946,13.322901896,20.572,-0.4065,0.0017,0.0279
1780397332.940515,52.514223554,13.322901857,20.573,-0.4445,-0.0415,0.0167
1780397333.040472,52.514223146,13.322901773,20.569,-0.4023,-0.0217,0.0496
1780397333.140306,52.514222832,13.322901793,20.563,-0.3209,0.0162,0.0498
1780397333.240108,52.514222570,13.322901821,20.559,-0.2950,-0.0135,0.0567
1780397333.339992,52.514222302,13.322901754,20.551,-0.3348,-0.0740,0.0856
1780397333.439909,52.514221968,13.322901603,20.542,-0.3437,-0.0707,0.0839
1780397333.539761,52.514221684,13.322901545,20.535,-0.2605,-0.0217,0.0605
1780397333.639748,52.514221500,13.322901539,20.530,-0.2092,0.0098,0.0478
1780397333.739756,52.514221308,13.322901574,20.525,-0.2222,0.0139,0.0598
1780397333.839672,52.514221101,13.322901580,20.518,-0.2167,-0.0127,0.0717
1780397333.939611,52.514220918,13.322901536,20.511,-0.1698,0.0036,0.0592
1780397334.039544,52.514220795,13.322901590,20.506,-0.1412,0.0414,0.0655
1780397334.139661,52.514220664,13.322901659,20.498,-0.0863,0.0773,0.0513
1780397334.239888,52.514220640,13.322901819,20.496,0.0205,0.1305,0.0186
1780397334.339899,52.514220701,13.322902045,20.494,0.0679,0.1689,0.0242
1780397334.439684,52.514220762,13.322902318,20.491,0.0168,0.1532,0.0412
1780397334.539424,52.514220731,13.322902497,20.486,-0.0691,0.1089,0.0585
1780397334.639342,52.514220638,13.322902639,20.479,-0.1108,0.1154,0.0644
1780397334.739425,52.514220532,13.322902838,20.473,-0.1034,0.1449,0.0736
1780397334.839592,52.514220452,13.322903068,20.465,-0.0805,0.1778,0.0796
1780397334.939696,52.514220387,13.322903364,20.457,-0.0712,0.2124,0.0776
1780397335.039820,52.514220324,13.322903697,20.449,-0.0783,0.2486,0.0851
1780397335.140016,52.514220246,13.322904100,20.440,-0.0555,0.2617,0.0912
1780397335.240232,52.514220223,13.322904472,20.431,0.0024,0.2606,0.0838
1780397335.340588,52.514220251,13.322904872,20.423,-0.0353,0.2716,0.0824
1780397335.440825,52.514220160,13.322905277,20.414,-0.1835,0.2727,0.1057
1780397335.540886,52.514219920,13.322905680,20.402,-0.3253,0.2585,0.1371
1780397335.640847,52.514219575,13.322906041,20.387,-1.1460,-0.0583,0.1471
1780397335.740745,52.514217860,13.322905508,20.372,-1.1352,-0.0737,0.1355
1780397335.840573,52.514217536,13.322905823,20.360,-0.3544,0.1697,0.1388
1780397335.940463,52.514217224,13.322906008,20.345,-0.3260,0.1653,0.1164
1780397336.040465,52.514216949,13.322906312,20.337,-0.2977,0.1781,0.0915
1780397336.140476,52.514216688,13.322906535,20.326,-0.2471,0.1572,0.0780
1780397336.240614,52.514216505,13.322906777,20.321,-0.1975,0.1372,0.0508
1780397336.340689,52.514216333,13.322906941,20.316,-0.1985,0.1410,0.0387
1780397336.440511,52.514216148,13.322907194,20.313,-0.2149,0.1513,0.0258
1780397336.540287,52.514215947,13.322907387,20.311,-0.2306,0.1081,0.0363
1780397336.640110,52.514215734,13.322907512,20.306,-0.2386,0.0852,0.0412
1780397336.739897,52.514215519,13.322907638,20.303,-0.2466,0.0531,0.0411
1780397336.839766,52.514215291,13.322907669,20.298,-0.2386,0.0147,0.0558
1780397336.939677,52.514215090,13.322907682,20.292,-0.2227,0.0083,0.0466
1780397337.039723,52.514214891,13.322907693,20.288,-0.2154,0.0190,0.0309
1780397337.139928,52.514214702,13.322907738,20.285,-0.1845,0.0497,0.0142
1780397337.240154,52.514214558,13.322907841,20.286,-0.1394,0.0309,0.0105
1780397337.340388,52.514214451,13.322907830,20.283,-0.1020,0.0302,0.0082
1780397337.440517,52.514214374,13.322907930,20.284,-0.1281,0.0480,-0.0083
1780397337.540520,52.514214221,13.322907971,20.285,-0.1967,-0.0022,-0.0130
1780397337.640572,52.514214021,13.322907924,20.287,-0.2288,-0.0216,-0.0121
1780397337.740504,52.514213809,13.322907908,20.287,-0.2021,-0.0017,-0.0238
1780397337.840317,52.514213657,13.322907919,20.291,-0.1813,0.0158,-0.0344
1780397337.940055,52.514213484,13.322907954,20.294,-0.2093,0.0106,-0.0251
1780397338.039894,52.514213282,13.322907950,20.296,-0.2517,0.0080,-0.0302
1780397338.139794,52.514213032,13.322907978,20.300,-0.2846,-0.0014,-0.0183
1780397338.239743,52.514212770,13.322907946,20.300,-0.2625,0.0052,-0.0086
1780397338.339982,52.514212559,13.322907993,20.302,-0.2308,0.0560,-0.0358
1780397338.440247,52.514212354,13.322908112,20.307,-0.2554,0.0334,-0.0164
1780397338.540440,52.514212099,13.322908092,20.305,-0.3208,-0.0014,0.0131
1780397338.640610,52.514211776,13.322908108,20.305,-0.3804,0.0049,-0.0041
1780397338.740607,52.514211414,13.322908107,20.306,-0.3967,-0.0326,-0.0057
1780397338.840531,52.514211063,13.322908011,20.306,-0.3975,-0.0372,0.0122
1780397338.940422,52.514210699,13.322907997,20.304,-0.3661,-0.0016,0.0290
1780397339.040319,52.514210405,13.322908007,20.300,-0.3131,0.0422,0.0066
1780397339.140261,52.514210137,13.322908121,20.302,-1.4157,-1.1710,0.2929
1780397339.240270,52.514207859,13.322904546,20.241,-1.4691,-1.2120,0.3178
1780397339.340276,52.514207494,13.322904539,20.239,-0.3975,0.0062,0.0085
1780397339.440158,52.514207145,13.322904565,20.240,-0.3905,0.0037,-0.0146
1780397339.539971,52.514206793,13.322904550,20.242,-0.4039,-0.0181,-0.0171
1780397339.639744,52.514206420,13.322904511,20.243,-0.4793,-0.0352,0.0143
1780397339.739509,52.514205933,13.322904446,20.239,-0.5272,-0.0422,0.0357
1780397339.839327,52.514205474,13.322904387,20.236,-0.4805,-0.0115,0.0119
1780397339.939236,52.514205070,13.322904412,20.237,-0.4672,0.0263,-0.0155
1780397340.039335,52.514204633,13.322904465,20.239,-0.5475,-0.0135,-0.0076
1780397340.139551,52.514204083,13.322904372,20.238,-0.6216,-0.0693,0.0139
1780397340.239786,52.514203513,13.322904259,20.236,-0.6410,-0.0781,-0.0000
1780397340.340064,52.514202928,13.322904140,20.238,-0.6328,-0.0406,-0.0148
1780397340.440386,52.514202371,13.322904139,20.239,-0.6009,0.0183,0.0048
1780397340.540663,52.514201844,13.322904195,20.237,-0.6034,0.0209,0.0103
1780397340.640822,52.514201284,13.322904201,20.237,-0.6550,-0.0044,-0.0023
1780397340.740938,52.514200664,13.322904182,20.238,-0.7211,-0.0060,0.0164
1780397340.840982,52.514199986,13.322904183,20.234,-0.6889,0.0006,0.0035
1780397340.941017,52.514199424,13.322904184,20.237,-0.6069,0.0019,-0.0281
1780397341.041100,52.514198893,13.322904189,20.239,-0.6136,0.0096,-0.0261
1780397341.141039,52.514198321,13.322904212,20.242,-0.7031,0.0021,-0.0209
1780397341.240809,52.514197631,13.322904195,20.244,-0.8230,-0.0359,-0.0063
1780397341.340533,52.514196844,13.322904106,20.243,-0.8706,-0.0445,0.0078
1780397341.440225,52.514196069,13.322904064,20.242,-0.7806,-0.0055,-0.0189
1780397341.539949,52.514195444,13.322904090,20.247,-0.6609,0.0119,-0.0404
1780397341.639917,52.514194882,13.322904099,20.250,-0.6573,0.0459,-0.0355
1780397341.739961,52.514194262,13.322904226,20.254,-0.7807,0.0779,-0.0263
1780397341.840132,52.514193477,13.322904329,20.255,-0.9136,0.0542,-0.0061
1780397341.940356,52.514192615,13.322904386,20.255,-0.9490,0.0364,-0.0124
1780397342.040559,52.514191766,13.322904437,20.258,-0.9813,0.0228,-0.0176
1780397342.140752,52.514190847,13.322904454,20.259,-1.0599,0.0065,-0.0020
1780397342.241033,52.514189855,13.322904456,20.258,-1.1177,-0.0165,0.0158
1780397342.341352,52.514188830,13.322904405,20.256,-1.1185,-0.0567,0.0274
1780397342.441633,52.514187838,13.322904288,20.253,-1.0552,-0.0799,0.0023
1780397342.541723,52.514186929,13.322904168,20.255,-0.9599,-0.0910,-0.0280
1780397342.641477,52.514186112,13.322904019,20.258,-0.8969,-0.1074,-0.0313
1780397342.741111,52.514185321,13.322903852,20.262,-1.6200,-0.9843,0.6627
1780397342.840827,52.514183208,13.322901120,20.126,-1.6468,-1.0052,0.6749
1780397342.940520,52.514182367,13.322900890,20.127,-0.8844,-0.1269,-0.0253
1780397343.040228,52.514181622,13.322900745,20.131,-0.8256,-0.1225,-0.0454
1780397343.140035,52.514180886,13.322900528,20.136,-0.8113,-0.1401,-0.0453
1780397343.239945,52.514180165,13.322900332,20.140,-0.7920,-0.1412,-0.0533
1780397343.339980,52.514179462,13.322900111,20.147,-0.7729,-0.1384,-0.0699
1780397343.440140,52.514178773,13.322899922,20.154,-0.7454,-0.1462,-0.0827
1780397343.540289,52.514178119,13.322899678,20.163,-0.6924,-0.1609,-0.0977
1780397343.640412,52.514177526,13.322899446,20.174,-0.6803,-0.1887,-0.1031
1780397343.740481,52.514176894,13.322899120,20.184,-0.7099,-0.2374,-0.1123
1780397343.840542,52.514176249,13.322898744,20.196,-0.7229,-0.2952,-0.1063
1780397343.940543,52.514175594,13.322898247,20.205,-0.6906,-0.3070,-0.1104
1780397344.040494,52.514175007,13.322897837,20.218,-0.6284,-0.2803,-0.1292
1780397344.140426,52.514174464,13.322897419,20.231,-0.5848,-0.2719,-0.1355
1780397344.240305,52.514173956,13.322897034,20.245,-0.5907,-0.2752,-0.1273
1780397344.340115,52.514173403,13.322896607,20.256,-0.5674,-0.2621,-0.1224
1780397344.440038,52.514172937,13.322896260,20.270,-0.4774,-0.2049,-0.1427
1780397344.539972,52.514172545,13.322896002,20.285,-0.3873,-0.1388,-0.1562
1780397344.639878,52.514172241,13.322895850,20.301,-0.3258,-0.0783,-0.1583
1780397344.739841,52.514171960,13.322895771,20.317,-0.3582,-0.0767,-0.1473
1780397344.839944,52.514171596,13.322895623,20.331,-0.4823,-0.1369,-0.1400
1780397344.940096,52.514171091,13.322895366,20.345,-0.5925,-0.1893,-0.1306
1780397345.040312,52.514170529,13.322895063,20.357,-0.6128,-0.1892,-0.1203
1780397345.140548,52.514169986,13.322894805,20.369,-0.5901,-0.1615,-0.1278
1780397345.240785,52.514169465,13.322894584,20.382,-0.5431,-0.1517,-0.1235
1780397345.340935,52.514169008,13.322894356,20.393,-0.4558,-0.1495,-0.1063
1780397345.441050,52.514168644,13.322894142,20.404,-0.4016,-0.1576,-0.1009
1780397345.541015,52.514168285,13.322893890,20.414,-0.4342,-0.2153,-0.1062
1780397345.640977,52.514167863,13.322893506,20.425,-0.4456,-0.2255,-0.1149
1780397345.740954,52.514167484,13.322893224,20.437,-0.4533,-0.1987,-0.1104
1780397345.840904,52.514167048,13.322892919,20.447,-0.5216,-0.2149,-0.1021
1780397345.940787,52.514166546,13.322892589,20.457,-0.5849,-0.2304,-0.0911
1780397346.040646,52.514165997,13.322892238,20.465,-0.5862,-0.2095,-0.0994
1780397346.140551,52.514165493,13.322891971,20.477,-0.5612,-0.2057,-0.1083
1780397346.240397,52.514164989,13.322891631,20.487,-0.5509,-0.2233,-0.0880
1780397346.340279,52.514164504,13.322891312,20.494,-0.5217,-0.2476,-0.0783
1780397346.440204,52.514164052,13.322890900,20.502,-0.4773,-0.2257,-0.1040
1780397346.540231,52.514163645,13.322890645,20.515,-0.4257,-0.2018,-0.1027
1780397346.640446,52.514163285,13.322890303,20.523,-0.3849,-0.2039,-0.0989
1780397346.740816,52.514162951,13.322890040,20.535,-0.2962,-0.3720,0.5100
1780397346.841095,52.514162751,13.322889200,20.421,-0.3055,-0.4050,0.5057
1780397346.941341,52.514162400,13.322888840,20.434,-0.3714,-0.2651,-0.1081
1780397347.041150,52.514162082,13.322888416,20.442,-0.3228,-0.2612,-0.1021
1780397347.141054,52.514161820,13.322888069,20.454,-0.2848,-0.2239,-0.1128
1780397347.240660,52.514161571,13.322887756,20.465,-0.2746,-0.2028,-0.1175
1780397347.340434,52.514161328,13.322887472,20.477,-0.2345,-0.2016,-0.1069
1780397347.440244,52.514161151,13.322887161,20.486,-0.1757,-0.1964,-0.0943
1780397347.540183,52.514161012,13.322886892,20.496,-0.1519,-0.2031,-0.0988
1780397347.640242,52.514160877,13.322886561,20.506,-0.1451,-0.2127,-0.1040
1780397347.740348,52.514160751,13.322886263,20.517,-0.1835,-0.2311,-0.1026
1780397347.840385,52.514160547,13.322885877,20.526,-0.2757,-0.2756,-0.1151
1780397347.940427,52.514160255,13.322885448,20.540,-0.2944,-0.2929,-0.0989
1780397348.040387,52.514160018,13.322885012,20.546,-0.2468,-0.2723,-0.0853
1780397348.140315,52.514159811,13.322884644,20.557,-0.2540,-0.2638,-0.1086
1780397348.240179,52.514159561,13.322884233,20.568,-0.2873,-0.2844,-0.1067
1780397348.340076,52.514159295,13.322883804,20.579,-0.2667,-0.2913,-0.1115
1780397348.440036,52.514159082,13.322883373,20.590,-0.2530,-0.2925,-0.1106
1780397348.540022,52.514158840,13.322882940,20.601,-0.2488,-0.2829,-0.0966
1780397348.640055,52.514158634,13.322882536,20.610,-0.2032,-0.2381,-0.1168
1780397348.739981,52.514158475,13.322882236,20.624,-0.1924,-0.2215,-0.1221
1780397348.839930,52.514158288,13.322881882,20.634,-0.1910,-0.2184,-0.0966
1780397348.939876,52.514158131,13.322881591,20.643,-0.1345,-0.1735,-0.0831
1780397349.039940,52.514158046,13.322881369,20.651,-0.0908,-0.0899,-0.0883
1780397349.140051,52.514157968,13.322881325,20.661,-0.0976,-0.0353,-0.1063
1780397349.240267,52.514157870,13.322881265,20.672,-0.1473,-0.0400,-0.1096
1780397349.340510,52.514157702,13.322881206,20.683,-0.2096,-0.0662,-0.0978
1780397349.440730,52.514157493,13.322881069,20.691,-0.2649,-0.1039,-0.1006
1780397349.540858,52.514157225,13.322880899,20.703,-0.2671,-0.1151,-0.0945
