timestamp,error_m
1.780398139044903994e+09,6.061001305652345650e+01
1.780398139145016432e+09,6.064561238003597765e+01
1.780398139245066643e+09,6.048262752420827582e+01
1.780398139345083475e+09,6.053159663575939931e+01
1.780398139444951534e+09,6.046821395828051493e+01
1.780398139544704914e+09,6.050016891307488720e+01
1.780398139644514322e+09,6.038840630084571615e+01
1.780398139744413853e+09,6.044031665353579541e+01
1.780398139844461918e+09,6.035899167728923231e+01
1.780398139944506407e+09,6.040801061051503495e+01
1.780398140044623852e+09,6.028678281231112379e+01
1.780398140144657612e+09,6.033238298379479403e+01
1.780398140244712353e+09,6.021501737703911772e+01
1.780398140344849825e+09,6.027003114586451460e+01
1.780398140444979668e+09,6.020523514265103415e+01
1.780398140545139790e+09,6.025703536267617721e+01
1.780398140645123005e+09,6.020305956274721382e+01
1.780398140744905949e+09,6.025981281657773536e+01
1.780398140844601631e+09,6.023865985103033438e+01
1.780398140944347620e+09,6.030120365827570339e+01
1.780398141044089079e+09,6.020443900677450699e+01
1.780398141143882751e+09,6.025666291439330990e+01
1.780398141243794918e+09,6.009360224139643236e+01
1.780398141343791246e+09,6.014006003666810329e+01
1.780398141443900585e+09,5.997298742429770613e+01
1.780398141544085026e+09,6.002557184826317638e+01
1.780398141644365788e+09,5.980752165670642739e+01
1.780398141744603634e+09,5.984671680139732075e+01
1.780398141844740391e+09,5.968825532346856022e+01
1.780398141944833040e+09,5.975533023422749324e+01
1.780398142044860601e+09,5.961795479814668397e+01
1.780398142144864321e+09,5.966371838862609422e+01
1.780398142244861841e+09,5.951008199679934307e+01
1.780398142344936132e+09,5.954351430623022878e+01
1.780398142444976568e+09,5.941344077803501023e+01
1.780398142545019627e+09,5.946250277722283073e+01
1.780398142644940376e+09,5.938161042228585274e+01
1.780398142744940519e+09,5.944922630351082660e+01
1.780398142844886780e+09,5.939447267544623799e+01
1.780398142944724083e+09,5.946189832933977470e+01
1.780398143044407368e+09,5.938245259053071123e+01
1.780398143144329786e+09,5.940183864719907803e+01
1.780398143244613647e+09,5.929231365693323852e+01
1.780398143344955444e+09,5.930472468771124284e+01
1.780398143445180416e+09,5.931821926296649394e+01
1.780398143545407534e+09,5.935393758598525693e+01
1.780398143645512104e+09,5.924728441687566516e+01
1.780398143745518684e+09,5.926002597826229135e+01
1.780398143845547438e+09,5.913665684487902041e+01
1.780398143945500612e+09,5.917237079538052313e+01
1.780398144045376778e+09,5.906676727828783413e+01
1.780398144145331621e+09,5.911088756181219850e+01
1.780398144245156288e+09,5.897562077712336759e+01
1.780398144344878197e+09,5.897888136183293994e+01
1.780398144444603443e+09,5.881116940902411017e+01
1.780398144544335365e+09,5.879743894970206242e+01
1.780398144644130230e+09,5.863145788745680420e+01
1.780398144744095802e+09,5.862809960412477750e+01
1.780398144844185114e+09,5.849734833014581881e+01
1.780398144944312811e+09,5.851852610990248849e+01
1.780398145044630527e+09,5.841130167464171308e+01
1.780398145144517183e+09,5.843826451202664884e+01
1.780398145244487286e+09,5.834836260009247866e+01
